Simnum,Simtime,simtype,0,1.262626,2.525253,3.787879,5.050505,6.313131,7.575758,8.838384,10.10101,11.36364,12.62626,13.88889,15.15152,16.41414,17.67677,18.93939,20.20202,21.46465,22.72727,23.9899,25.25253,26.51515,27.77778,29.0404,30.30303,31.56566,32.82828,34.09091,35.35354,36.61616,37.87879,39.14141,40.40404,41.66667,42.92929,44.19192,45.45455,46.71717,47.9798,49.24242,50.50505,51.76768,53.0303,54.29293,55.55556,56.81818,58.08081,59.34343,60.60606,61.86869,63.13131,64.39394,65.65657,66.91919,68.18182,69.44444,70.70707,71.9697,73.23232,74.49495,75.75758,77.0202,78.28283,79.54545,80.80808,82.07071,83.33333,84.59596,85.85859,87.12121,88.38384,89.64646,90.90909,92.17172,93.43434,94.69697,95.9596,97.22222,98.48485,99.74747,101.0101,102.2727,103.5354,104.798,106.0606,107.3232,108.5859,109.8485,111.1111,112.3737,113.6364,114.899,116.1616,117.4242,118.6869,119.9495,121.2121,122.4747,123.7374,125
9,0.025638,1,0.25,0.24998,0.24994,0.24986,0.24975,0.2496,0.24943,0.24922,0.24899,0.24872,0.24842,0.24809,0.24773,0.24734,0.24692,0.24647,0.24599,0.24548,0.24494,0.24438,0.24378,0.24316,0.24251,0.24183,0.24112,0.24039,0.23964,0.23885,0.23804,0.23721,0.23636,0.23547,0.23457,0.23364,0.2327,0.23173,0.23074,0.22973,0.22869,0.22764,0.22658,0.22549,0.22438,0.22326,0.22213,0.22097,0.21981,0.21863,0.21743,0.21622,0.215,0.21377,0.21253,0.21128,0.21001,0.20874,0.20746,0.20618,0.20488,0.20359,0.20228,0.20097,0.19966,0.19834,0.19702,0.1957,0.19438,0.19305,0.19173,0.1904,0.18908,0.18776,0.18644,0.18513,0.18382,0.18251,0.18121,0.17991,0.17862,0.17733,0.17606,0.17479,0.17353,0.17227,0.17103,0.16979,0.16857,0.16736,0.16615,0.16496,0.16378,0.16261,0.16146,0.16032,0.15919,0.15807,0.15697,0.15589,0.15481,0.15376
9,0.025638,2,0,-0.0028158,-0.0056306,-0.0084438,-0.011254,-0.014061,-0.016864,-0.019661,-0.022453,-0.025237,-0.028014,-0.030782,-0.03354,-0.036288,-0.039025,-0.04175,-0.044463,-0.047161,-0.049845,-0.052514,-0.055168,-0.057804,-0.060423,-0.063023,-0.065605,-0.068166,-0.070708,-0.073228,-0.075726,-0.078202,-0.080655,-0.083084,-0.085489,-0.087868,-0.090222,-0.09255,-0.094851,-0.097124,-0.09937,-0.10159,-0.10378,-0.10594,-0.10806,-0.11016,-0.11223,-0.11427,-0.11628,-0.11825,-0.12019,-0.1221,-0.12398,-0.12582,-0.12763,-0.12941,-0.13115,-0.13286,-0.13454,-0.13618,-0.13778,-0.13935,-0.14089,-0.14239,-0.14386,-0.14529,-0.14669,-0.14805,-0.14938,-0.15067,-0.15193,-0.15316,-0.15435,-0.1555,-0.15662,-0.15771,-0.15876,-0.15978,-0.16077,-0.16172,-0.16264,-0.16353,-0.16438,-0.16521,-0.166,-0.16676,-0.16749,-0.16819,-0.16886,-0.1695,-0.17011,-0.17069,-0.17124,-0.17177,-0.17227,-0.17274,-0.17318,-0.1736,-0.174,-0.17437,-0.17471,-0.17503
9,0.025638,3,9.0206e-17,-1.3119e-05,-5.2469e-05,-0.00011803,-0.00020977,-0.00032765,-0.00047161,-0.00064158,-0.00083747,-0.0010592,-0.0013066,-0.0015797,-0.0018782,-0.0022021,-0.0025511,-0.0029251,-0.0033239,-0.0037473,-0.0041952,-0.0046672,-0.0051633,-0.005683,-0.0062262,-0.0067926,-0.007382,-0.0079939,-0.0086282,-0.0092846,-0.0099626,-0.010662,-0.011382,-0.012123,-0.012885,-0.013666,-0.014467,-0.015287,-0.016126,-0.016983,-0.017858,-0.01875,-0.01966,-0.020586,-0.021528,-0.022486,-0.023459,-0.024446,-0.025448,-0.026463,-0.027492,-0.028533,-0.029587,-0.030651,-0.031727,-0.032814,-0.033911,-0.035016,-0.036131,-0.037254,-0.038385,-0.039523,-0.040667,-0.041818,-0.042973,-0.044134,-0.045299,-0.046467,-0.047639,-0.048812,-0.049988,-0.051165,-0.052342,-0.053519,-0.054696,-0.055872,-0.057045,-0.058217,-0.059385,-0.060549,-0.061709,-0.062865,-0.064015,-0.065159,-0.066296,-0.067426,-0.068548,-0.069661,-0.070766,-0.071861,-0.072946,-0.07402,-0.075083,-0.076134,-0.077173,-0.078199,-0.079211,-0.080209,-0.081193,-0.082162,-0.083115,-0.084053
